document_id,title,pdf_path,page,word_count,text
PPCEABI,PowerPC Embedded Application Binary Interface,decomp-orchestrator/knowledge/sources/rag_search/powerpc_docs/data/pdfs/PPCEABI.pdf,11,123,"Freescale Semiconductor, Inc.
 Low-Level System Information

 CHAPTER 3 Low-Level System
 Information
Freescale Semiconductor, Inc...

 SVR4 ABI Execution Support

 A conforming entity, such as an application or a static linker, shall not have requirements pertain-
 ing to:
 • dynamic linking
 • global offset tables
 • procedure linkage tables
 • shared objects

 EXTENDED A conforming static linker, dynamic linker, or high-level language processor (such
 as a compiler) shall implement all of the following in a way that conforms to the
 SVR4 ABI, and a conforming application that uses any of the following shall do so
 in a way that conforms to the SVR4 ABI:
 • dynamic linking
 • global offset tables

 4 PowerPC EABI, Version 1.0

 For More Information On This Product,
 Go to: www.freescale.com"
PPCEABI,PowerPC Embedded Application Binary Interface,decomp-orchestrator/knowledge/sources/rag_search/powerpc_docs/data/pdfs/PPCEABI.pdf,12,294,"Freescale Semiconductor, Inc.
 Low-Level System Information

 • procedure linkage tables
 • shared objects

 Machine Interface

 Processor Architecture
 Unlike the SVR4 ABI, which only allows non-privileged PowerPC instructions, an EABI-con-
 forming application program shall be allowed to use any privileged or optional instruction defined
 by the PowerPC architecture, with the following exceptions. As in the SVR4 ABI, Fixed-Point
Freescale Semiconductor, Inc...

 Load and Store Multiple instructions and the Fixed Point Move Assist instructions shall not be al-
 lowed in EABI-conforming Little Endian applications.

 Data Representation

 Fundamental Types
 Unlike the SVR4 ABI, the alignment of a long double shall be 8 bytes (doubleword), although the
 size of long double shall be 16 bytes.

 Aggregates and Unions
 Unlike the SVR4 ABI, an array, structure or union containing a long double shall start aligned on
 an 8 byte boundary. However, as in the SVR4 ABI, a long double member within a structure or
 union shall start at the lowest available offset aligned on a 16 byte boundary, and the size of a
 structure or union with a long double member shall be a multiple of 16 bytes.

 Function Calling Sequence

 Registers
 Unlike the SVR4 ABI, GPR2 shall not be reserved for system use, but shall instead be dedicated
 to contain the base of the ELF sections named .sdata2 and .sbss2, if either section exists in an ob-
 ject file. The base is an address such that every byte in the section is within a signed 16-bit offset
 of that address. This is analogous to the SVR4 ABI’s use of GPR13 to contain _SDA_BASE_,
 which is the base of sections .sdata and .sbss. A routine in an ELF shared object file shall not use
 GPR2.

 5 PowerPC EABI, Version 1.0

 For More Information On This Product,
 Go to: www.freescale.com"
PPCEABI,PowerPC Embedded Application Binary Interface,decomp-orchestrator/knowledge/sources/rag_search/powerpc_docs/data/pdfs/PPCEABI.pdf,13,301,"Freescale Semiconductor, Inc.
 Low-Level System Information

 The Stack Frame
 Unlike the SVR4 ABI, the stack pointer (GPR1) shall maintain 8-byte alignment, from initializa-
 tion through all routine calls and dynamic stack space allocation.

 Operating System Interface
 Unlike the SVR4 ABI, an EABI-conforming entity shall not have operating system interface re-
 quirements.
Freescale Semiconductor, Inc...

 Exception Interface
 Unlike the SVR4 ABI, an EABI-conforming entity shall not have exception interface require-
 ments.

 Process Initialization
 Unlike the SVR4 ABI, an EABI-conforming entity shall not have process initialization require-
 ments.

 Coding Examples

 Data Objects
 Analogous to the symbol _SDA_BASE_ described in the SVR4 ABI, the symbol _SDA2_BASE_
 shall have a value such that the address of any byte in the ELF sections .sdata2 and .sbss2 is with-
 in a signed 16-bit offset of _SDA2_BASE_’s value (see “Special Sections” on page 11).

 The following discussion of putting data in sections .sdata, .sbss, .sdata2, .sbss2, .PPC.EMB.sdata0,
 and .PPC.EMB.sbss0 makes a distinction between defined and external variables. In a source file, a
 variable that is not stored on the stack is either a defined variable whose definition is in the file
 (e.g., “int Var;” in C) or an external variable that is accessed by code in the file but is not defined
 in the file (e.g., “extern int ExVar;”).

 A high-level language processor, such as a compiler, shall have a means (e.g., an option) of gener-
 ating an ELF object file that conforms to the following rules:
 1. Sections .sdata, .sbss, and .sdata2 shall contain at least the following:
 • Entries for those defined variables that are globally visible scalars of size 8 or fewer bytes and
 whose values will not be changed outside of the program (which excludes C variables that are
 volatile).

 6 PowerPC EABI, Version 1.0

 For More Information On This Product,
 Go to: www.freescale.com"
PPCEABI,PowerPC Embedded Application Binary Interface,decomp-orchestrator/knowledge/sources/rag_search/powerpc_docs/data/pdfs/PPCEABI.pdf,14,359,"Freescale Semiconductor, Inc.
 Low-Level System Information

 - Every such defined variable whose initial value is explicitly non-zero and might be changed
 by the program shall have a .sdata entry that represents the variable.
 - Every such defined variable whose value is initially 0 and might be changed shall have a
 .sbss entry or a .sdata entry that represents the variable.
 - If the ELF object file generated is not intended to be part of a shared object file, every such
 variable whose value cannot be changed by the program (such as a C variable that is const
 but not volatile) shall have a .sdata2 entry that represents the variable; otherwise, such con-
 stant variables shall have .sdata or .sbss entries, as appropriate.
 • Entries produced by the static linker’s resolution of relocation types (see “Relocation Types”
 on page 15).
Freescale Semiconductor, Inc...

 2. The only external variables accessed by the generated code as .sdata, .sbss, .sdata2, .sbss2,
 .PPC.EMB.sdata0, or .PPC.EMB.sbss0 entries shall be as follows:
 - External variables that are scalars of 8 or fewer bytes, whose values might be changed by
 the program, and whose values will not be changed outside of the program, shall be access-
 ed as .sdata or .sbss entries. So the address of such a variable will be within a 16-bit signed
 offset of _SDA_BASE_, which in a shared object file is the same value as
 _GLOBAL_OFFSET_TABLE_, and otherwise is loaded in GPR13 by a conforming application.
 - When the object file is not to be part of a shared object file, external variables that are scalars
 of 8 or fewer bytes, whose values cannot be changed by the program, and whose values will
 not be changed outside of the program, shall be accessed as .sdata2 or .sbss2 entries. In a
 shared object file, those constant external variables shall be accessed as .sdata or .sbss en-
 tries. So the address of such a variable, when not in a shared object file, will be within a 16-
 bit signed offset of _SDA2_BASE_, which is loaded into GPR2 by a conforming application.

 7 PowerPC EABI, Version 1.0

 For More Information On This Product,
 Go to: www.freescale.com"
PPCEABI,PowerPC Embedded Application Binary Interface,decomp-orchestrator/knowledge/sources/rag_search/powerpc_docs/data/pdfs/PPCEABI.pdf,15,377,"Freescale Semiconductor, Inc.
 Low-Level System Information

 For example, consider generating an object file that will not be part of a shared object file from the
 following C code fragment:
 int i_sdata = 1;
 const int i_sdata2 = 2;
 int i_sbss_or_sdata;
 short s_sbss_or_sdata = 0;
 extern double d_sdata_or_sbss;
 extern const double d_sdata2;

 extern double d_any_sdata_or_sbss[50];
 extern const float f_any_sdata_or_sbss[200];
Freescale Semiconductor, Inc...

 extern union my_union u_any_sdata_or_sbss;
 extern const volatile float cvf_any_sdata_or_sbss;

 int i_any_sdata[100] = { 3 };
 static struct my_struct s_any_sdata = { 4, 6 };
 volatile const float vcf_any_sdata[5] = { 5 };

 int i_any_sbss_or_sdata[100];
 static struct my_struct s_any_sbss_or_sdata;
 volatile const float vcf_any_sbss_or_sdata[25];

 If the code fragment defines all globally visible variables, a C compiler when conforming to the
 rules above would place i_sdata in .sdata, i_sdata2 in .sdata2, and i_sbss_or_sdata and
 s_sbss_or_sdata in either .sbss or .sdata, while at the same time generating code that accesses ex-
 ternal variable d_sdata_or_sbss using an offset relative to the value of _SDA_BASE_ (which is in
 GPR13), accesses d_sdata2 using an offset relative to _SDA2_BASE_ (which is in GPR2), and does
 not access any other external variables as .sdata, .sbss, .sdata2, .sbss2, .PPC.EMB.sdata0, or
 .PPC.EMB.sbss0 entries.

 Except when conforming to the rules above, a conforming C compiler could generate code ac-
 cessing external variables d_any_sdata_or_sbss, f_any_sdata_or_sbss, u_any_sdata_or_sbss, and
 cvf_any_sdata_or_sbss relative to the value of _SDA_BASE_, relative to _SDA2_BASE_, or relative
 to address 0. (Although section .sdata2 generally is used to hold only constant data.)

 Even when conforming to the rules above, as long as section size restrictions are met, any vari-
 ables or unnamed data can be in .sdata, .sdata2 or .PPC.EMB.sdata0, and any variables or unnamed
 data that are initially 0 can be in .sbss, .sbss2, or .PPC.EMB.sbss0. So a conforming compiler
 might place i_any_sdata, s_any_sdata, and vcf_any_sdata in .sdata, .sdata2, or .PPC.EMB.sdata0. A
 compiler might be able to put i_any_sbss_or_sdata, s_any_sbss_or_sdata, or vcf_any_sbss_or_sdata
 in .sbss, .sbss2, or .PPC.EMB.sbss0, or even explicitly initialize those variables with zeroes and
 place them in .sdata, .sdata2, or .PPC.EMB.sdata0. Finally, when not conforming to the rule above
 that restricts their placement, i_sdata, i_sdata2, i_sbss_or_sdata and s_sbss_or_sdata could be
 placed in other appropriate sections (such as putting i_sdata in .PPC.EMB.sdata0).

 8 PowerPC EABI, Version 1.0

 For More Information On This Product,
 Go to: www.freescale.com"
PPCEABI,PowerPC Embedded Application Binary Interface,decomp-orchestrator/knowledge/sources/rag_search/powerpc_docs/data/pdfs/PPCEABI.pdf,16,154,"Freescale Semiconductor, Inc.
 Low-Level System Information

 Dynamic Stack Space Allocation
 Unlike the SVR4 ABI, the stack pointer (GPR1) shall maintain 8-byte alignment.

 DWARF Definition
 Unlike the SVR4 ABI, which does not define a debug format, the EABI adopts DWARF as the de-
 bugging information format for EABI-conforming applications. An EABI-conforming applica-
 tion that uses a debug format shall use either DWARF Version 1.1.0 or DWARF Version 2.0.0.

 WARNING: At some future time, use of DWARF Version 1.1.0 by EABI-conforming appli-
Freescale Semiconductor, Inc...

 cations might be disallowed.

 DWARF Register Number Mapping
 An EABI-conforming application shall use for both DWARF Version 1.1.0 and DWARF Version
 2.0.0 the DWARF register numbering specified in the SVR4 ABI.

 Address Class Codes
 An EABI-conforming application shall use for both DWARF Version 1.1.0 and DWARF Version
 2.0.0 the address class codes specified in the SVR4 ABI.

 9 PowerPC EABI, Version 1.0

 For More Information On This Product,
 Go to: www.freescale.com"
PPCEABI,PowerPC Embedded Application Binary Interface,decomp-orchestrator/knowledge/sources/rag_search/powerpc_docs/data/pdfs/PPCEABI.pdf,17,74,"Freescale Semiconductor, Inc.
 Object Files

 CHAPTER 4 Object Files
Freescale Semiconductor, Inc...

 Object File Processing
 An EABI-conforming static linker shall accept as input EABI-conforming and SVR4-conforming
 relocatable object files, and it shall produce EABI-conforming object files.

 ELF Header

 Machine Information
 The ELF header’s e_flags member of an EABI-conforming object file shall have bit 0x80000000
 set, defined as the name EF_PPC_EMB.

 10 PowerPC EABI, Version 1.0

 For More Information On This Product,
 Go to: www.freescale.com"
PPCEABI,PowerPC Embedded Application Binary Interface,decomp-orchestrator/knowledge/sources/rag_search/powerpc_docs/data/pdfs/PPCEABI.pdf,18,384,"Freescale Semiconductor, Inc.
 Object Files

 Sections

 Special Sections
 In addition to the special sections in the SVR4 ABI, an EABI-conforming object file shall be al-
 lowed to contain the special sections described below. The SVR4 ABI has reserved for this docu-
 ment the section names .sdata2, .sbss2, and those beginning with the string “.PPC.EMB.”.

 The special section .sdata2 is intended to hold initialized read-only small data that contribute to
 the program memory image. The section can, however, be used to hold writable data. The special
 section .sbss2 is intended to hold writable small data that contribute to the program memory im-
Freescale Semiconductor, Inc...

 age and whose initial values are 0.

 The sum of the sizes of sections .sdata2 and .sbss2 in an object file shall not exceed 64K bytes. A
 file shall contain at most one section named .sdata2 and at most one section named .sbss2. In an
 executable file, data items with local or global scope can be placed into .sdata2 or .sbss2. Sections
 .sdata2 and .sbss2 shall not appear in a shared object file.

 If an executable file contains a .sdata2 section or a .sbss2 section, then a static linker shall set the
 symbol _SDA2_BASE_ to be an address such that the address of any byte in .sdata2 or .sbss2 is
 within a 16-bit signed offset of _SDA2_BASE_. If an executable file does not contain .sdata2 or
 .sbss2, then a static linker shall set _SDA2_BASE_ to 0.

 In the section header for .sdata2:
 • sh_type shall be SHT_PROGBITS
 • sh_flags shall be either SHF_ALLOC or SHF_ALLOC + SHF_WRITE
 • sh_link shall be SHN_UNDEF
 • sh_addralign shall be the maximum alignment required by any data item in .sdata2
 • sh_info and sh_entsize shall be 0

 If a static linker creates a .sdata2 section that combines a .sdata2 section whose sh_flags is
 SHF_ALLOC with a .sdata2 section whose sh_flags is SHF_ALLOC + SHF_WRITE, then the resulting
 .sdata2 section’s sh_flags value shall be SHF_ALLOC + SHF_WRITE.

 In the section header for .sbss2:
 • sh_type shall be SHT_NOBITS
 • sh_flags shall be SHF_ALLOC + SHF_WRITE
 • sh_link shall be SHN_UNDEF
 • sh_addralign shall be the maximum alignment required by any data item in .sbss2
 • sh_info and sh_entsize shall be 0

 11 PowerPC EABI, Version 1.0

 For More Information On This Product,
 Go to: www.freescale.com"
PPCEABI,PowerPC Embedded Application Binary Interface,decomp-orchestrator/knowledge/sources/rag_search/powerpc_docs/data/pdfs/PPCEABI.pdf,19,139,"Freescale Semiconductor, Inc.
 Object Files

 The special section .PPC.EMB.sdata0 is intended to hold initialized small data that contribute to
 the program memory image and whose addresses are all within a 16-bit signed offset of address 0.
 The special section .PPC.EMB.sbss0 is intended to hold small data that contribute to the program
 memory image, whose addresses are all within a 16-bit signed offset of address 0, and whose ini-
 tial values are 0.

 The sum of the sizes of sections .PPC.EMB.sdata0 and .PPC.EMB.sbss0 in an object file shall not
 exceed 64K bytes. A file shall contain at most one section named .PPC.EMB.sdata0 and at most
 one section named .PPC.EMB.sbss0. Data items with local or global scope can be placed into
 .PPC.EMB.sdata0 or .PPC.EMB.sbss0.
Freescale Semiconductor, Inc...

 12 PowerPC EABI, Version 1.0

 For More Information On This Product,
 Go to: www.freescale.com"
PPCEABI,PowerPC Embedded Application Binary Interface,decomp-orchestrator/knowledge/sources/rag_search/powerpc_docs/data/pdfs/PPCEABI.pdf,20,333,"Freescale Semiconductor, Inc.
 Object Files

 In the section header for .PPC.EMB.sdata0:
 • sh_type shall be SHT_PROGBITS
 • sh_flags shall be SHF_ALLOC + SHF_WRITE
 • sh_link shall be SHN_UNDEF
 • sh_addralign shall be the maximum alignment required by any data item in .PPC.EMB.sdata0
 • sh_info and sh_entsize shall be 0

 In the section header for .PPC.EMB.sbss0:
 • sh_type shall be SHT_NOBITS
Freescale Semiconductor, Inc...

 • sh_flags shall be SHF_ALLOC + SHF_WRITE
 • sh_link shall be SHN_UNDEF
 • sh_addralign shall be the maximum alignment required by any data item in .PPC.EMB.sbss0
 • sh_info and sh_entsize shall be 0

 The special section .PPC.EMB.seginfo provides a means of naming and providing additional infor-
 mation about ELF segments (which are described by ELF program header table entries). A file
 shall contain at most one section named .PPC.EMB.seginfo.

 Often embedded applications copy the initial values for variables from ROM to RAM at the start
 of execution. To facilitate this, a static linker resolves references to the application variables at
 their RAM locations, but relocates the variable’s initial values to their ROM locations. An ELF
 segment whose raw data (addressed by the program header entry’s p_offset field) consists of initial
 values to be copied to the locations of application variables is a ROM copy segment. One pur-
 pose of .PPC.EMB.seginfo is to define that one segment is a ROM copy of, and thus has the initial
 values for, a second segment.
 In the section header for .PPC.EMB.seginfo:
 • sh_type shall be SHT_PROGBITS
 • sh_link shall be either SHN_UNDEF or the section header table index of a section of type
 SHT_STRTAB whose string table contains the null terminated names to which entries in
 .PPC.EMB.seginfo refer
 • sh_entsize shall be 12
 • sh_flags, sh_addr, sh_info, and sh_addralign shall be 0
 The raw data for section .PPC.EMB.seginfo shall contain only 12-byte entries whose C structure is:
 typedef struct {
 Elf32_Half sg_indx;
 Elf32_Half sg_flags;
 Elf32_Word sg_name;
 Elf32_Word sg_info;
 } Elf32_PPC_EMB_seginfo;

 13 PowerPC EABI, Version 1.0

 For More Information On This Product,
 Go to: www.freescale.com"
